timestamp,open,high,low,close,volume
2019-11-08,144.2600,145.9900,142.9700,145.9600,118768271
2019-10-31,139.6600,145.6700,133.2200,143.3700,548734700
2019-09-30,136.6100,142.3700,134.5100,139.0300,472544800
2019-08-30,137.0000,140.9400,130.7800,137.8600,584482000
2019-07-31,136.6300,141.6800,134.6700,136.2700,484079900
2019-06-28,123.8500,138.4000,119.0100,133.9600,508324300
2019-05-31,130.5300,130.6500,123.0400,123.6800,547218800
2019-04-30,118.9500,131.3700,118.1000,130.6000,433157700
2019-03-29,112.8900,120.8200,108.8000,117.9400,589095800
2019-02-28,103.7750,113.2400,102.3500,112.0300,469095900
2019-01-31,99.5500,107.9000,97.2000,104.4300,714212800
2018-12-31,113.0000,113.4200,93.9600,101.5700,944314600
2018-11-30,107.0500,112.2409,99.3530,110.8900,720228600
2018-10-31,114.7500,116.1796,100.1100,106.8100,927548000
2018-09-28,110.8500,115.2900,107.2300,114.3700,480255500
2018-08-31,106.0300,112.7770,104.8400,112.3300,456628100
2018-07-31,98.1000,111.1500,98.0003,106.0800,569352300
2018-06-29,99.2800,102.6900,97.2600,98.6100,602585200
2018-05-31,93.2100,99.9900,92.4500,98.8400,509417900
2018-04-30,90.4584,97.9000,87.5100,93.5200,668130700
2018-03-29,93.9900,97.2400,87.0800,91.2700,750754800
2018-02-28,94.7900,96.0700,83.8357,93.7700,725663300
2018-01-31,86.1250,95.4500,85.5000,95.0100,574258400
2017-12-29,83.6000,87.5000,80.7000,85.5400,466203300
2017-11-30,83.6838,85.0600,82.2400,84.1700,421926000
2017-10-31,74.7100,86.2000,73.7100,83.1800,449950000
2017-09-29,74.7100,75.9664,72.9200,74.4900,375983900
2017-08-31,73.0925,74.9666,71.2800,74.7700,444070500
2017-07-31,69.3300,74.4200,68.0200,72.7000,469851200
2017-06-30,70.2400,72.8900,68.0900,68.9300,629716800
2017-05-31,68.6800,70.7400,67.1400,69.8400,517218500
2017-04-28,65.8100,69.1364,64.8500,68.4600,433191200
2017-03-31,64.1300,66.1900,63.6200,65.8600,489169700
2017-02-28,64.3550,65.2400,62.7500,63.9800,440744000
2017-01-31,62.7900,65.9100,61.9500,64.6500,493453500
2016-12-30,60.1100,64.1000,58.8000,62.1400,513579700
2016-11-30,59.9700,61.4100,57.2800,60.2600,613056800
2016-10-31,57.4050,61.3700,56.3150,59.9200,614841800
2016-09-30,57.0100,58.1900,55.6100,57.6000,526427800
2016-08-31,56.6000,58.7000,56.1400,57.4600,467078900
2016-07-29,51.1300,57.2900,50.3875,56.6800,647587800
2016-06-30,52.4400,52.9500,48.0350,51.1700,823627000
2016-05-31,50.0000,53.0000,49.4600,53.0000,530704800
2016-04-29,55.0475,56.7700,49.3500,49.8700,699025700
2016-03-31,50.9700,55.6400,50.5800,55.2300,641110900
2016-02-29,54.8800,55.0900,48.1900,50.8800,814770900
2016-01-29,54.3200,55.3900,49.1000,55.0900,927914700
2015-12-31,54.4100,56.8500,53.6800,55.4800,792820900
2015-11-30,52.8500,54.9800,52.5300,54.3500,662626600
2015-10-30,44.7500,54.3700,43.7500,52.6400,856716800
2015-09-30,42.1700,45.0000,41.6600,44.2600,673079900
2015-08-31,46.9800,48.4100,39.7200,43.5200,776480300
2015-07-31,44.4600,47.4000,43.3200,46.7000,725458100
2015-06-30,47.0600,47.7700,43.9400,44.1500,664853400
2015-05-29,48.5800,48.9050,46.0200,46.8600,633072800
2015-04-30,40.6000,49.5400,40.1200,48.6400,874535300
2015-03-31,43.6700,44.1900,40.5400,40.6550,824335300
2015-02-27,40.5900,44.3000,40.2300,43.8500,656509700
2015-01-30,46.6600,47.9100,40.3500,40.4000,918966800
2014-12-31,47.8800,49.0600,44.9000,46.4500,626771200
2014-11-28,46.8900,50.0450,46.7300,47.8100,523005900
2014-10-31,46.2700,46.9700,42.1000,46.9500,853260900
2014-09-30,45.4300,47.5700,44.5300,46.3600,860827300
2014-08-29,43.2100,45.4700,42.2100,45.4300,513919700
2014-07-31,41.8600,45.7100,41.0500,43.1600,731616500
2014-06-30,40.9500,42.2900,39.8600,41.7000,555767300
2014-05-30,40.2400,40.9700,38.5100,40.9400,574362900
2014-04-30,41.1500,41.6600,38.9000,40.4000,746112500
2014-03-31,37.9200,41.5000,37.4950,40.9900,778425700
2014-02-28,37.7400,38.4600,35.6900,38.3100,705304500
2014-01-31,37.3500,37.8900,34.6300,37.8400,930226200
2013-12-31,38.0900,38.9800,35.5300,37.4100,826617700
2013-11-29,35.6700,38.2900,35.3900,38.1300,800431600
2013-10-31,33.3500,36.2900,32.8000,35.4050,965331500
2013-09-30,31.7500,33.7500,30.9500,33.2800,1242961500
2013-08-30,32.0600,35.2000,30.8400,33.4000,1051265000
2013-07-31,34.7500,36.4300,31.0200,31.8400,1111130600
2013-06-28,34.9213,35.7800,32.5700,34.5450,945155500
2013-05-31,32.9300,35.2800,32.3200,34.9000,1071860000
2013-04-30,28.6400,33.1100,28.1100,33.1000,1465757200
2013-03-28,27.7200,28.6600,27.5200,28.6050,844946000
2013-02-28,27.6700,28.2000,27.1000,27.8000,780587000
2013-01-31,27.2500,28.2300,26.2800,27.4500,1145054400
2012-12-31,26.7796,27.7300,26.2600,26.7100,947310900
2012-11-30,28.8400,30.2000,26.3450,26.6150,1310516100
2012-10-31,29.8100,30.2500,27.7600,28.5400,1105402300
2012-09-28,30.4500,31.6098,29.7400,29.7600,893107700
2012-08-31,29.5900,30.9600,28.9700,30.8200,671748400
2012-07-31,30.6200,31.0500,28.5400,29.4700,846604100
2012-06-29,28.7600,31.1400,28.3200,30.5900,973131400
2012-05-31,32.0500,32.3354,28.6400,29.1900,1014372600
2012-04-30,32.2200,32.8900,30.2300,32.0150,940739700
2012-03-30,31.9300,32.9500,31.4900,32.2550,942366500
2012-02-29,29.7900,32.0000,29.7100,31.7400,984332300
2012-01-31,26.5500,29.9500,26.3900,29.5300,1354858100
2011-12-30,25.5600,26.1900,25.1600,25.9600,1007166600
2011-11-30,26.1900,27.2000,24.3000,25.5800,1046207400
2011-10-31,24.7200,27.5000,24.2600,26.6300,1218142500
2011-09-30,26.4600,27.5000,24.6000,24.8900,1279920200
2011-08-31,27.5100,27.6850,23.7900,26.6000,1719339500
2011-07-29,25.9300,28.1450,25.8400,27.4000,1259328200
2011-06-30,24.9900,26.0000,23.6484,26.0000,1297757600
2011-05-31,25.9400,26.2500,24.0300,25.0100,1364062800
2011-04-29,25.5300,26.8700,24.7200,25.9200,1313844800
2011-03-31,26.5983,26.7800,24.6800,25.3900,1310885200
2011-02-28,27.8000,28.3400,26.4300,26.5800,1114368500
2011-01-31,28.0500,29.4600,27.4200,27.7250,1361258700
2010-12-31,25.5700,28.4000,25.5600,27.9100,1033710000
2010-11-30,26.8800,27.4900,24.9300,25.2580,1361176300
2010-10-29,24.7700,27.2000,23.7800,26.6650,1281432800
2010-09-30,23.6700,25.5300,23.5400,24.4900,1273139500
2010-08-31,25.9900,26.3800,23.3200,23.4650,1279372100
2010-07-30,23.0900,26.4100,22.7300,25.8100,1408590600
2010-06-30,25.5300,26.9300,22.9500,23.0100,1671811600
2010-05-28,30.6700,31.0610,24.5600,25.8000,1720130200
2010-04-30,29.3500,31.5800,28.6200,30.5350,1319029500
2010-03-31,28.7700,30.5700,28.2394,29.2880,1110237200
2010-02-26,28.3900,29.0300,27.5700,28.6700,1074643300
2010-01-29,30.6200,31.2400,27.6621,28.1800,1359650900
2009-12-31,29.5200,31.5000,29.2500,30.4800,920605500
2009-11-30,27.6996,30.1400,27.4100,29.4100,1018256700
2009-10-30,25.4050,29.3500,24.4300,27.7300,1523430100
2009-09-30,24.3500,26.2500,23.7600,25.7200,1038979700
2009-08-31,23.8200,25.4900,23.0287,24.6500,993250400
2009-07-31,24.0500,25.7215,22.0000,23.5200,1517459800
2009-06-30,21.0000,24.3400,20.8600,23.7700,1411144700
2009-05-29,20.1900,20.9400,19.0100,20.8900,1101122400
2009-04-30,18.2300,21.2000,18.1800,20.2600,1562400700
2009-03-31,15.9600,18.8800,14.8700,18.3700,1625752800
2009-02-27,17.0300,19.9300,16.1000,16.1500,1456213400
2009-01-30,19.5330,21.0000,16.7500,17.1000,1564043400
2008-12-31,19.8750,21.2500,18.4700,19.4400,1546943400
2008-11-28,22.4800,23.6600,17.5000,20.2200,1794911800
2008-10-31,26.3800,27.4700,20.6500,22.3300,3044579400
2008-09-30,27.6650,27.7600,23.5000,26.6900,1927538700
2008-08-29,25.9200,28.5000,25.0700,27.2900,1206949700
2008-07-31,27.2650,27.9100,24.8700,25.7200,1637501300
2008-06-30,28.2400,29.5707,27.1100,27.5100,1560439100
2008-05-30,28.5000,30.5300,27.9500,28.3200,1405170200
2008-04-30,28.8300,32.1000,27.9300,28.5200,1444720000
2008-03-31,27.2400,29.5900,26.8700,28.3800,1452390200
2008-02-29,31.0550,33.2500,27.0200,27.2000,2324580800
2008-01-31,35.7900,35.9600,31.0400,32.6000,1950301600
2007-12-31,33.5000,36.7200,32.6300,35.6000,1064817100
2007-11-30,36.5300,37.5000,32.6800,33.6000,1830846800
2007-10-31,29.4589,37.0000,29.2900,36.8100,1772076700
2007-09-28,28.5000,29.8498,28.2700,29.4600,1117419500
2007-08-31,28.9500,30.1000,27.5100,28.7300,1228579500
2007-07-31,29.6700,31.8400,28.9500,28.9900,1295548000
2007-06-29,30.7900,30.9000,29.0400,29.4700,1181412800
2007-05-31,29.9400,31.1600,29.9000,30.6900,1327154700
2007-04-30,27.8900,30.7400,27.5600,29.9400,958964900
2007-03-30,27.8200,28.5500,26.6000,27.8700,1269506500
2007-02-28,30.8400,30.9400,27.7900,28.1700,1290850900
2007-01-31,29.9100,31.4800,29.4000,30.8600,1324518200
2006-12-29,29.2300,30.2600,28.8000,29.8600,1137160900
2006-11-30,28.7800,30.0000,28.5800,29.3600,1239142000
2006-10-31,27.3200,28.8500,27.1500,28.7100,1290967400
2006-09-29,25.8900,27.5200,25.3900,27.3500,1097482600
2006-08-31,24.0200,26.2500,23.8500,25.7000,1134188400
2006-07-31,23.5300,24.6000,22.2300,24.0600,1332298100
2006-06-30,22.7400,23.6500,21.4600,23.3000,1971637200
2006-05-31,24.3200,25.0000,22.4500,22.6500,2309193400
2006-04-28,27.6700,27.9410,24.0000,24.1500,1446126900
2006-03-31,26.9800,28.2200,26.6200,27.2100,1437940900
2006-02-28,27.9600,28.0700,26.3400,26.8700,1047699000
2006-01-31,26.2500,28.3800,26.1000,28.1500,1388622700
2005-12-30,27.7300,28.1000,26.1000,26.1500,1271695500
2005-11-30,25.6100,28.2478,25.6100,27.6800,1444948300
2005-10-31,25.7100,25.8000,24.2500,25.7000,1439659900
2005-09-30,27.3800,27.3900,25.1200,25.7300,1348861500
2005-08-31,25.8088,27.9400,25.7600,27.3800,1441979300
2005-07-29,24.8500,26.4800,24.5000,25.6100,1321407700
2005-06-30,25.7300,26.0000,24.8200,24.8400,1303029500
2005-05-31,25.2300,26.0900,24.6400,25.8000,1270563700
2005-04-29,24.2400,25.4512,23.9400,25.3000,1520253700
2005-03-31,25.1900,25.7905,23.8200,24.1700,1541411300
2005-02-28,26.2500,26.5000,25.1292,25.1600,1361126000
2005-01-31,26.8000,27.1017,25.6400,26.2800,1521414300
2004-12-31,26.9500,27.4400,26.6790,26.7200,1803777700
2004-11-30,28.1500,30.2008,26.1000,26.8100,1739407300
2004-10-29,27.8091,28.8900,27.4200,27.9700,1300591200
2004-09-30,27.2400,27.7900,26.7400,27.6500,1141012300
2004-08-31,28.2900,28.5500,25.9500,27.3000,1094195300
2004-07-30,28.6800,29.8900,27.2511,28.4900,1550446900
2004-06-30,26.1100,28.8000,25.8600,28.5600,1534889700
2004-05-28,26.2100,26.6000,25.4200,26.2300,1141456900
2004-04-30,24.9500,27.7200,24.8500,26.1300,1558947800
2004-03-31,26.6500,26.7200,24.0113,24.9300,1703041000
2004-02-27,27.6300,27.8000,26.3500,26.5300,1032065600
2004-01-30,27.5800,28.8300,27.2600,27.6500,1232189000
2003-12-31,25.9000,27.5500,25.5003,27.3700,1476461300
2003-11-28,26.3500,26.7500,24.8400,25.7100,1442336700
2003-10-31,28.0300,29.4600,25.9100,26.1400,1400032500
2003-09-30,26.7000,30.0000,26.4700,27.8000,1253309100
2003-08-29,26.3300,26.9500,25.4300,26.5200,966506900
2003-07-31,25.5900,27.8100,25.3900,26.4100,1292011000
2003-06-30,24.9800,26.5100,23.6000,25.6400,1569995800
2003-05-30,25.5400,26.5010,23.8900,24.6100,1311003700
2003-04-30,24.4700,26.4300,23.9500,25.5600,1249617700
2003-03-31,24.0200,26.9000,22.5500,24.2100,1371902600
2003-02-28,47.9300,49.1000,23.3000,23.7000,1346970800
2003-01-31,52.3000,57.3200,47.0300,47.4600,1718662200
2002-12-31,58.6500,58.9600,51.2600,51.7000,1268370200
2002-11-29,52.4300,58.6400,51.9000,57.6800,1555997200
2002-10-31,44.2500,54.0681,43.1900,53.4700,2475370600
2002-09-30,48.5200,51.1000,43.1170,43.7400,1695705800
2002-08-30,47.5800,53.4500,43.8000,49.0800,1715757200
2002-07-31,54.1200,54.9300,41.4100,47.9800,2432188000
2002-06-28,50.9900,56.4400,49.1700,54.7000,1834073000
2002-05-31,52.1600,56.4400,48.3530,50.9100,1420266200
2002-04-30,59.8300,60.4000,51.4400,52.2600,1417479400
2002-03-28,59.0500,65.0000,58.3100,60.3100,1073244200
2002-02-28,64.1500,64.5010,57.1500,58.3400,1131159200
2002-01-31,66.6500,70.6200,61.3300,63.7100,1360115800
2001-12-31,63.8300,69.8910,63.8000,66.2500,977089000
2001-11-30,60.0800,68.3400,59.6000,64.2100,1330968600
2001-10-31,50.9400,63.6300,50.4128,58.1500,1750891000
2001-09-28,57.1900,59.0800,47.5000,51.1700,1510824400
2001-08-31,66.8000,67.5400,56.3000,57.0500,1153896400
2001-07-31,72.0500,73.1500,64.2000,66.1900,1455201000
2001-06-29,69.6000,76.1500,66.0100,73.0000,1449177800
2001-05-31,67.6600,72.1500,67.2500,69.1800,1777305800
2001-04-30,54.8130,71.1000,51.0630,67.7500,2075807000
2001-03-30,58.5630,61.1250,49.7500,54.6880,1895349800
2001-02-28,60.8130,65.0630,53.8750,59.0000,1536895600
2001-01-31,44.1250,64.7500,42.8750,61.0630,2005531200
2000-12-29,58.0630,60.6248,40.2500,43.3750,2056668200
2000-11-30,68.5000,72.3750,57.0000,57.3750,1983462600
2000-10-31,60.5000,70.1250,48.4380,68.8750,2469415600
2000-09-29,70.0000,72.0630,58.6250,60.3130,1425533800
2000-08-31,69.9380,74.8750,68.1250,69.8130,1219399800
2000-07-31,79.6880,82.8750,67.2500,69.8130,1234185800
2000-06-30,64.3750,82.1880,63.8130,80.0000,1467050200
2000-05-31,72.8750,74.0000,60.3750,62.5630,1344430800
2000-04-28,94.4380,96.5000,65.0000,69.7500,2258146600
2000-03-31,89.6250,115.0000,88.9380,106.2500,2028187600
2000-02-29,98.5000,110.0000,88.1250,89.3750,1334487600
2000-01-31,117.3750,118.6250,94.8750,97.8750,1274875200
1999-12-31,91.0630,119.9300,90.8750,116.7500,1260977800
